Title,Pub_name,DOI,Year,Link
Transferrin analysis in <ce:italic>wistar</ce:italic> rats plasma: Towards an electrochemical point-of-care approach for the screening of alcohol abuse,Microchemical Journal,10.1016/j.microc.2022.107738,2022-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.microc.2022.107738?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
H<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>3</ce:inf>/I<ce:inf loc=post>2</ce:inf> mediated formation of <ce:italic>N</ce:italic>-benzyl benzo heterocyclic ketones from aromatic aldehydes and benzyl alcohol derivatives,Tetrahedron,10.1016/j.tet.2022.133094,2022-11-19,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2022.133094?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Bentonite-composite polyvinyl alcohol/alginate hydrogel beads: Preparation, characterization and their use as arsenic removal devices","Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2020.100364,2020-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.enmm.2020.100364?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
<ce:marker name=globe alt=Additional Online Content Available altimg-small=globe_s.svg altimg=globe_o.svg></ce:marker><ce:marker name=arrow alt=Editorial Accompanies Article altimg-small=arrow_s.svg altimg=arrow_o.svg></ce:marker>Malondialdehyde-Acetaldehyde Extracellular Matrix Protein Adducts Attenuate Unfolded Protein Response During Alcohol and Smoking–Induced Pancreatitis,Gastroenterology,10.1053/j.gastro.2022.06.071,2022-10-31,https://api.elsevier.com/content/article/doi/10.1053/j.gastro.2022.06.071?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Daily-level associations between sleep duration and next-day alcohol and cannabis craving and use in young adults,Addictive Behaviors,10.1016/j.addbeh.2022.107367,2022-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2022.107367?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Management of Alcohol Use Disorder in Patients With Alcoholic Liver Disease,Journal of Clinical and Experimental Hepatology,10.1016/j.jceh.2022.04.010,2022-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.jceh.2022.04.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Construction of COF–COF heterojunctions for visible-light driven alcohol oxidation,Microporous and Mesoporous Materials,10.1016/j.micromeso.2022.112121,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.micromeso.2022.112121?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohols assisted <ce:italic>in-situ</ce:italic> growth of MoS<ce:inf loc=post>2</ce:inf> membrane on tubular ceramic substrate for nanofiltration,Journal of Membrane Science,10.1016/j.memsci.2022.120777,2022-10-05,https://api.elsevier.com/content/article/doi/10.1016/j.memsci.2022.120777?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Roles of homopolymeric apoferritin in alleviating alcohol-induced liver injury,Food Bioscience,10.1016/j.fbio.2022.101794,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.fbio.2022.101794?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Liquid-liquid equilibrium of water, ethyl acrylate, and alkyl alcohol solvents: Extractant screening and thermodynamic analysis",The Journal of Chemical Thermodynamics,10.1016/j.jct.2022.106930,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.jct.2022.106930?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Antimicrobial efficacies of chlorhexidine gluconate–alcohols and a povidone–iodine solution as skin preparations <ce:italic>in vivo</ce:italic>,Healthcare infection,10.1071/HI12006,2012-06-30,https://api.elsevier.com/content/article/doi/10.1071/HI12006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Pd-porphyrin complex-catalyzed allylation of indole with allylic alcohols through C3–C2 coupling,Tetrahedron,10.1016/j.tet.2021.132213,2021-06-18,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2021.132213?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Lightweight and strong exfoliated graphite/polyvinyl alcohol monoliths with highly thermo/electro conductivity for advanced thermal/EMI management,Carbon,10.1016/j.carbon.2022.12.028,2023-01-25,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2022.12.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Labor force status as a buffer against mortality risks associated with alcohol consumption: A study of adult U.S. women, 2001–2015",Preventive Medicine,10.1016/j.ypmed.2022.107139,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.ypmed.2022.107139?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Efficient Nickel-Iron bimetallic nanoparticles catalysts for the selective hydrogenation of biomass-derived sugars to sugar alcohols,Molecular Catalysis,10.1016/j.mcat.2022.112558,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2022.112558?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Achieving molecular distinction in alcohols with femtosecond thermal lens spectroscopy,Chemical Physics,10.1016/j.chemphys.2022.111596,2022-09-01,https://api.elsevier.com/content/article/doi/10.1016/j.chemphys.2022.111596?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A latent class approach to understanding longitudinal sleep health and the association with alcohol and cannabis use during late adolescence and emerging adulthood,Addictive Behaviors,10.1016/j.addbeh.2022.107417,2022-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2022.107417?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"The life and times of endogenous opioid peptides: Updated understanding of synthesis, spatiotemporal dynamics, and the clinical impact in alcohol use disorder",Neuropharmacology,10.1016/j.neuropharm.2022.109376,2023-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.neuropharm.2022.109376?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of alcohols to high value-added carbonyl compounds using air over Co-Co<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>@NC catalysts,Chemical Engineering Journal,10.1016/j.cej.2022.134545,2022-04-15,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2022.134545?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Rearrangement of acyclic-alkyl [3.2.1]bicyclic alcohols to free methylene dimethyl alkyl [2.2.2]bicyclic octanes: application to preparation of stereospecific novel sesquiterpene and terpenoids,Tetrahedron Letters,10.1016/j.tetlet.2014.12.092,2015-02-04,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2014.12.092?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol-assisted hydrodeoxygenation as a sustainable and cost-effective pathway for biomass derivatives upgrading,Journal of Energy Chemistry,10.1016/j.jechem.2022.05.021,2022-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.jechem.2022.05.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Charged group-modified poly(vinyl alcohol) hydrogels: Preparation and antibacterial property,Reactive and Functional Polymers,10.1016/j.reactfunctpolym.2020.104635,2020-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.reactfunctpolym.2020.104635?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of novel alumina nanowire solid-phase microextraction fiber coating for ultra-selective determination of volatile esters and alcohols from complicated food samples,Journal of Chromatography A,10.1016/j.chroma.2013.03.052,2013-05-17,https://api.elsevier.com/content/article/doi/10.1016/j.chroma.2013.03.052?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Synthesis, characterization, and use of nanocast LaMnO<ce:inf loc=post>3</ce:inf> perovskites in the catalytic production of imine by the gas-phase oxidative coupling of benzyl alcohol to aniline",Catalysis Communications,10.1016/j.catcom.2023.106606,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2023.106606?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Solid–catalyzed esterification reaction of long–chain acids and alcohols in fixed–bed reactors at pilot plant scale,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2022.109038,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.cep.2022.109038?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A reusable MOF supported single-site nickel-catalyzed direct <ce:italic>N</ce:italic>-alkylation of anilines with alcohols,Tetrahedron,10.1016/j.tet.2022.132993,2022-10-08,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2022.132993?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Comparative study on synthetic and biological surfactants’ role in phase behavior and fuel properties of marine heavy fuel oil-low carbon alcohol blends under different temperatures,Renewable Energy,10.1016/j.renene.2022.06.088,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2022.06.088?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of boronic acid- functionalized halloysite nanotube/poly(vinyl alcohol) nanocomposites,Polymer,10.1016/j.polymer.2019.121581,2019-09-12,https://api.elsevier.com/content/article/doi/10.1016/j.polymer.2019.121581?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel approach to the preparation of hemisuccinates of steroids bearing tertiary alcohol group,Steroids,10.1016/j.steroids.2014.06.011,2015-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.steroids.2014.06.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
One-step preparation of nano-in-micro poly(vinyl alcohol) embolic microspheres and used for dual-modal T<ce:inf loc=post>1</ce:inf>/T<ce:inf loc=post>2</ce:inf>-weighted magnetic resonance imaging,"Nanomedicine: Nanotechnology, Biology and Medicine",10.1016/j.nano.2018.08.003,2018-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.nano.2018.08.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Application of Quasihexagonal Pt@PdS2-MWCNT catalyst with High Electrochemical Performance for Electro-Oxidation of Methanol, 2-Propanol, and Glycerol Alcohols For Fuel Cells",Molecular Catalysis,10.1016/j.mcat.2022.112874,2023-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2022.112874?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of <ce:italic>Triplaris gardneriana</ce:italic> Wedd ethanolic extract in the chemic-mechanics properties of chitosan: Polyvinyl alcohol membranes as intelligent curatives,Materials Today Communications,10.1016/j.mtcomm.2022.105153,2023-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.mtcomm.2022.105153?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Frustrative nonreward and emotional self-medication:Factors modulating alcohol consumption following reward downshift in rats,Physiology & Behavior,10.1016/j.physbeh.2021.113688,2022-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.physbeh.2021.113688?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of gold and palladium nanoparticles supported on polymelamine microspheres in the oxidation of 1-phenylethanol and some other phenyl substituted alcohols,Molecular Catalysis,10.1016/j.mcat.2022.112456,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2022.112456?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Geometrical isomerization and acceptorless dehydrogenative alcohol oxidation based on pyrrole-based Ru(Ⅱ) complexes,Inorganica Chimica Acta,10.1016/j.ica.2022.121034,2022-10-01,https://api.elsevier.com/content/article/doi/10.1016/j.ica.2022.121034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Atomically dispersed Feδ<ce:sup loc=post>+</ce:sup> anchored on nitrogen-rich carbon for enhancing benzyl alcohol oxidation through Mott-Schottky effect,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120195,2021-09-05,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2021.120195?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
CO hydrogenation to ethanol and higher alcohols over ultrathin CuCoAl nanosheets derived from LDH precursor,Fuel,10.1016/j.fuel.2022.126308,2023-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2022.126308?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation, characterization and application of smart packaging films based on locust bean gum/polyvinyl alcohol blend and betacyanins from cockscomb (<ce:italic>Celosia cristata</ce:italic> L.) flower",International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2021.09.113,2021-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2021.09.113?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of microalgal oil loaded alginate/poly (vinyl alcohol) electrosprayed nanoparticles,Food and Bioproducts Processing,10.1016/j.fbp.2021.07.008,2021-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.fbp.2021.07.008?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation, characterization and application of RHA/TiO<ce:inf loc=post>2</ce:inf> nanocomposites in the acetylation of alcohols, phenols and amines",Comptes Rendus Chimie,10.1016/j.crci.2016.03.004,2016-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.crci.2016.03.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effectiveness of brief counselling in a hospital setting for smoking cessation and risky alcohol drinking reduction: randomised clinical trial protocol,Revista Colombiana de Psiquiatría (English ed.),10.1016/j.rcpeng.2020.06.003,2022-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.rcpeng.2020.06.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Electro-oxidation of alcohols - Recent advancements in synthesis and applications of palladium core-shell nanostructured model catalysts,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111211,2021-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.rser.2021.111211?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Development of poly(vinyl alcohol)/β-cyclodextrin/P(MVE-MA) composite nanofibers as effective and selective adsorbent and filtration material for the removal and separation of cationic dyes from water,Journal of Environmental Management,10.1016/j.jenvman.2022.116130,2022-11-15,https://api.elsevier.com/content/article/doi/10.1016/j.jenvman.2022.116130?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of SiO<ce:inf loc=post>2</ce:inf>-coated CuFe catalysts for synthesis of higher alcohols from CO hydrogenation,Journal of Fuel Chemistry and Technology,10.1016/S1872-5813(16)30009-3,2016-02-29,https://api.elsevier.com/content/article/doi/10.1016/S1872-5813(16)30009-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Corrosion resistance and mechanisms of Nd(NO<ce:inf loc=post>3</ce:inf>)<ce:inf loc=post>3</ce:inf> and polyvinyl alcohol organic-inorganic hybrid material incorporated MAO coatings on AZ31 Mg alloy,Journal of Colloid and Interface Science,10.1016/j.jcis.2022.10.087,2023-01-15,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2022.10.087?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Transforming hydrophobicity of high-density polyethylene surface to hydrophilicity and superoleophobicity by surface grafted with polyvinyl alcohols for oil contaminants cleanup,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2022.130313,2022-12-20,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2022.130313?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A combination of nanodiamond and boron nitride for the preparation of polyvinyl alcohol composite film with high thermal conductivity,Polymer,10.1016/j.polymer.2020.122885,2020-10-07,https://api.elsevier.com/content/article/doi/10.1016/j.polymer.2020.122885?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Bimetallic Au–Pd/MgO as efficient catalysts for aerobic oxidation of benzyl alcohol: A green bio-reducing preparation method,Applied Catalysis A: General,10.1016/j.apcata.2012.07.005,2012-10-10,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2012.07.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Insights into mechanism of catalytic ozonation of cinnamyl alcohol over core–shell Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>@SiO<ce:inf loc=post>2</ce:inf>@La<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalyst,Separation and Purification Technology,10.1016/j.seppur.2021.119969,2022-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.seppur.2021.119969?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
